,paper,year,month,title,author,code,prog
15916,15930,2010,April,Innovators: Filmmakers,['David W Galenson'],w15930,['Economics of Aging']
15917,15931,2010,April,Unemployment Fiscal Multipliers,"['Antonella Trigari', 'Roberto Perotti', 'Tommaso Monacelli']",w15931,['Economic Fluctuations and Growth']
15918,15932,2010,April,Does Reducing College Costs Improve Educational Outcomes for Undocumented Immigrants? Evidence from State Laws Permitting Undocumented Immigrants to Pay In-state Tuition at State Colleges and Universities,"['Aimee Chin', 'Chinhui Juhn']",w15932,"['Children', 'Economics of Education']"
15919,15933,2010,April,Client-Based Entrepreneurship,"['James E Rauch', 'Joel Watson']",w15933,['Law and Economics']
15920,15934,2010,April,Fiscal Rules in India: Are They Effective?,"['Urjit R Patel', 'Willem H Buiter']",w15934,"['International Finance and Macroeconomics', 'Monetary Economics']"
15921,15935,2010,April,Can Pollution Tax Rebates Protect Low-Income Families? The Effects of Relative Wage Rates,"['Don Fullterton', 'Holly Monti']",w15935,"['Environment and Energy Economics', 'Public Economics']"
15922,15936,2010,April,Foreign Ownership and Employment Growth in Indonesian Manufacturing,"['Fredrik Sjoholm', 'Jing Sun', 'Robert E Lipsey']",w15936,"['International Finance and Macroeconomics', 'International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
15923,15937,2010,April,Locked Up by a Lockup: Valuing Liquidity as a Real Option,"['Andrew Ang', 'Nicolas P B Bollen']",w15937,['Asset Pricing']
15924,15938,2010,April,On the Sources of Aggregate Fluctuations in Emerging Economies,"['Andres Fernandez', 'Roberto Chang']",w15938,['International Finance and Macroeconomics']
15925,15939,2010,April,"Energy Conservation ""Nudges"" and Environmentalist Ideology: Evidence from a Randomized Residential Electricity Field Experiment","['Dora L Costa', 'Matthew E Kahn']",w15939,['Environment and Energy Economics']
15926,15940,2010,April,The Other Side of Value: Good Growth and the Gross Profitability Premium,['Robert Novy-Marx'],w15940,['Asset Pricing']
15927,15941,2010,April,Excise Tax Avoidance: The Case of State Cigarette Taxes,"['Donald S Kenkel', 'Feng Liu', 'Philip DeCicca']",w15941,['Health Economics']
15928,15942,2010,April,Who Pays Cigarette Taxes? The Impact of Consumer Price Search,"['Donald S Kenkel', 'Feng Liu', 'Philip DeCicca']",w15942,['Health Economics']
15929,15943,2010,April,Breadth vs. Depth: The Timing of Specialization in Higher Education,['Ofer Malamud'],w15943,"['Economics of Education', 'Labor Studies']"
15930,15944,2010,April,"Theory, General Equilibrium and Political Economy in Development Economics",['Daron Acemoglu'],w15944,"['Development of the American Economy', 'Political Economy']"
15931,15945,2010,April,Short Criminals: Stature and Crime in Early America,"['Carolyn M Moehling', 'Gregory N Price', 'Howard Bodenhorn']",w15945,"['Development of the American Economy', 'Labor Studies']"
15932,15946,2010,April,The Political Economy of Intergenerational Income Mobility,"['Andrea Ichino', 'Enrico Moretti', 'Loukas Karabarbounis']",w15946,"['Children', 'Labor Studies']"
15933,15947,2010,April,Local Labor Markets,['Enrico Moretti'],w15947,['Labor Studies']
15934,15948,2010,April,Characteristic Timing,"['Robin Greenwood', 'Samuel G Hanson']",w15948,"['Asset Pricing', 'Corporate Finance']"
15935,15949,2010,April,The Economics of International Differences in Educational Achievement,"['Eric A Hanushek', 'Ludger Woessmann']",w15949,"['Children', 'Economics of Education', 'Economic Fluctuations and Growth', 'Labor Studies', 'Public Economics']"
15936,15950,2010,April,Does Risk Explain Anomalies? Evidence from Expected Return Estimates,"['Jin (Ginger) Wu', 'Lu Zhang']",w15950,"['Asset Pricing', 'Corporate Finance']"
15937,15951,2010,April,Measurement Errors in Investment Equations,"['Antonio F Galvao Jr', 'Heitor Almeida', 'Murillo Campello']",w15951,['Corporate Finance']
15938,15952,2010,April,"Borrow Cheap, Buy High? The Determinants of Leverage and Pricing in Buyouts","['Michael S Weisbach', 'Per Stromberg', 'Tim Jenkinson', 'Ulf Axelson']",w15952,['Corporate Finance']
15939,15953,2010,April,Binge Drinking and Risky Sex among College Students,['Jeffrey S DeSimone'],w15953,['Health Economics']
15940,15954,2010,April,The Falling Time Cost of College: Evidence from Half a Century of Time Use Data,"['Mindy Marks', 'Philip S Babcock']",w15954,['Economics of Education']
15941,15955,2010,April,A Dynamic Model of Housing Demand: Estimation and Policy Implications,"['Daniel Miller', 'Dirk Krueger', 'Patrick Bajari', 'Phoebe Chan']",w15955,"['Economic Fluctuations and Growth', 'Industrial Organization', 'Public Economics']"
15942,15956,2010,April,An Autopsy of the U.S. Financial System,['Ross Levine'],w15956,"['Corporate Finance', 'International Finance and Macroeconomics', 'Public Economics']"
15943,15957,2010,April,An Alternative Theory of the Plant Size Distribution with an Application to Trade,"['John J Stevens', 'Thomas J Holmes']",w15957,"['International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
15944,15958,2010,April,Competing Engines of Growth: Innovation and Standardization,"['Daron Acemoglu', 'Fabrizio Zilibotti', 'Gino Gancia']",w15958,"['Economic Fluctuations and Growth', 'International Trade and Investment', 'Political Economy']"
15945,15959,2010,May,Market Structure and Innovation: A Dynamic Analysis of the Global Automobile Industry,"['Aamir Rafique Hashmi', 'Johannes Van Biesebroeck']",w15959,"['Industrial Organization', 'Productivity, Innovation, and Entrepreneurship']"
15946,15960,2010,May,"Borders, Ethnicity and Trade","['Jenny C Aker', 'Michael W Klein', 'Muzhe Yang', ""Stephen A O'Connell""]",w15960,['International Finance and Macroeconomics']
15947,15961,2010,May,The Online Laboratory: Conducting Experiments in a Real Labor Market,"['David G Rand', 'John J Horton', 'Richard J Zeckhauser']",w15961,"['Law and Economics', 'Labor Studies']"
15948,15962,2010,May,"Disability Risk, Disability Insurance and Life Cycle Behavior","['Hamish Low', 'Luigi Pistaferri']",w15962,"['Economic Fluctuations and Growth', 'Labor Studies', 'Public Economics']"
15949,15963,2010,May,Inertia and Overwithholding: Explaining the Prevalence of Income Tax Refunds,['Damon Jones'],w15963,['Public Economics']
15950,15964,2010,May,Pop Internationalism: Has A Half Century of World Music Trade Displaced Local Culture?,"['Fernando V Ferreira', 'Joel Waldfogel']",w15964,"['Industrial Organization', 'International Trade and Investment', 'Law and Economics']"
15951,15965,2010,May,A Cluster-Grid Projection Method: Solving Problems with High Dimensionality,"['Kenneth L Judd', 'Lilia Maliar', 'Serguei Maliar']",w15965,"['Economic Fluctuations and Growth', 'Technical Working Papers']"
15952,15966,2010,May,The Role of Teacher Quality in Retention and Hiring: Using Applications-to-Transfer to Uncover Preferences of Teachers and Schools,"['Donald Boyd', 'Hamilton Lankford', 'James Wyckoff', 'Matthew Ronfeldt', 'Susanna Loeb']",w15966,"['Economics of Education', 'Labor Studies', 'Public Economics']"
15953,15967,2010,May,On the Formation of Coalitions to Provide Public Goods - Experimental Evidence from the Lab,"['Andreas Lange', 'Astrid Dannenberg', 'Bodo Sturm']",w15967,"['Environment and Energy Economics', 'Public Economics']"
15954,15968,2010,May,Did Bankruptcy Reform Cause Mortgage Default to Rise?,"['Michelle J White', 'Ning Zhu', 'Wenli Li']",w15968,['Law and Economics']
15955,15969,2010,May,The Impact of Direct-to-Consumer Advertising on Pharmaceutical Prices and Demand,"['Dhaval M Dave', 'Henry Saffer']",w15969,"['Health Care', 'Health Economics', 'Law and Economics']"
15956,15970,2010,May,Interracial Friendships in College,"['Braz Camargo', 'Ralph Stinebrickner', 'Todd R Stinebrickner']",w15970,"['Economics of Education', 'Labor Studies']"
15957,15971,2010,May,The Housing Cycle and Prospects for Technical Progress,['Casey B Mulligan'],w15971,"['Economic Fluctuations and Growth', 'Public Economics']"
15958,15972,2010,May,Charity and Favoritism in the Field: Are Female Economists Nicer (to Each Other)?,"['Daniel S Hamermesh', 'Jason Abrevaya']",w15972,['Labor Studies']
15959,15973,2010,May,The Shape of Temptation: Implications for the Economic Lives of the Poor,"['Abhijit V Banerjee', 'Sendhil Mullainathan']",w15973,['Economic Fluctuations and Growth']
15960,15974,2010,May,Global Banks and International Shock Transmission: Evidence from the Crisis,"['Linda S Goldberg', 'Nicola Cetorelli']",w15974,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
15961,15975,2010,May,Persuasion and empathy in salesperson-customer interactions,['Julio J Rotemberg'],w15975,['Industrial Organization']
15962,15976,2010,May,Back on the Rails: Competition and Productivity in State-owned Industry,"['Kala Krishna', 'Rohini Somanathan', 'Sanghamitra Das', 'Sergey Lychagin']",w15976,['International Trade and Investment']
15963,15977,2010,May,Personnel Economics: Hiring and Incentives,"['Paul Oyer', 'Scott Schaefer']",w15977,['Labor Studies']
15964,15978,2010,May,Why Has California's Residential Electricity Consumption Been So Flat since the 1980s?: A Microeconometric Approach,"['Dora L Costa', 'Matthew E Kahn']",w15978,['Environment and Energy Economics']
15965,15979,2010,May,The Labor Market in the Great Recession,"['Aysegul Sahin', 'Bart Hobiijn', 'Michael W L Elsby']",w15979,"['Economic Fluctuations and Growth', 'Labor Studies', 'Monetary Economics']"
15966,15980,2010,May,Targeting the Poor: Evidence from a Field Experiment in Indonesia,"['Abhijit V Banerjee', 'Benjamin A Olken', 'Julia Tobias', 'Rema Hanna', 'Vivi Alatas']",w15980,"['Public Economics', 'Political Economy']"
15967,15981,2010,May,Commercial Imperialism? Political Influence and Trade During the Cold War,"['Daniel Berger', 'Nathan Nunn', 'Shanker Satyanath', 'William Easterly']",w15981,"['Development of the American Economy', 'Economic Fluctuations and Growth', 'International Trade and Investment', 'Political Economy']"
15968,15982,2010,May,Social Welfare Expenditures in the United States and the Nordic Countries: 1900-2003,['Price V Fishback'],w15982,['Development of the American Economy']
15969,15983,2010,May,Worker replacement,"['Espen R Moen', 'Guido Menzio']",w15983,['Economic Fluctuations and Growth']
15970,15984,2010,May,Fertility and the Personal Exemption: Comment,"['Gopi Shah Goda', 'Kevin J Mumford', 'Richard K Crump']",w15984,"['Children', 'Public Economics']"
15971,15985,2010,May,"The Contribution of Trade to Wage Inequality: The Role of Skill, Gender, and Nationality","['Christoph Moser', 'Dieter M Urban', 'Michael W Klein']",w15985,"['International Finance and Macroeconomics', 'International Trade and Investment']"
15972,15986,2010,May,"Optimal Interest-Rate Rules in a Forward-Looking Model, and Inflation Stabilization versus Price-Level Stabilization",['Marc P Giannoni'],w15986,"['Economic Fluctuations and Growth', 'Monetary Economics']"
15973,15987,2010,May,"Risk and the CEO Market: Why Do Some Large Firms Hire Highly-Paid, Low-Talent CEOs?","['Alex Edmans', 'Xavier Gabaix']",w15987,"['Corporate Finance', 'Labor Studies']"
15974,15988,2010,May,"The Macroeconomic Effects of Housing Wealth, Housing Finance, and Limited Risk-Sharing in General Equilibrium","['Jack Favilukis', 'Stijn Van Nieuwerburgh', 'Sydney C Ludvigson']",w15988,"['Asset Pricing', 'Economic Fluctuations and Growth', 'Monetary Economics']"
15975,15989,2010,May,Valuing Incremental Highway Capacity in a Network,"['H Allen Klaiber', 'V Kerry Smith']",w15989,['Environment and Energy Economics']
15976,15990,2010,May,"Match Quality, Worker Productivity, and Worker Mobility: Direct Evidence From Teachers",['C Kirabo Jackson'],w15990,"['Children', 'Economics of Education', 'Labor Studies', 'Public Economics']"
15977,15991,2010,May,Text-Based Network Industries and Endogenous Product Differentiation,"['Gerard Hoberg', 'Gordon M Phillips']",w15991,"['Corporate Finance', 'Industrial Organization']"
15978,15992,2010,May,Asset Liquidity and the Cost of Capital,"['Gordon M Phillips', 'Hernan Ortiz-Molina']",w15992,"['Asset Pricing', 'Corporate Finance']"
15979,15993,2010,May,Value versus Growth: Time-Varying Expected Stock Returns,"['Huseyin Gulen', 'Lu Zhang', 'Yuhang Xing']",w15993,"['Asset Pricing', 'Corporate Finance']"
15980,15994,2010,May,Joblessness and Perceptions about the Effectiveness of Democracy,"['Duha Tore Altindag', 'Naci H Mocan']",w15994,"['Health Economics', 'Law and Economics']"
15981,15995,2010,May,"Exports, Export Destinations, and Skills","['Daniel Lederman', 'Guido Porto', 'Irene Brambilla']",w15995,['International Trade and Investment']
15982,15996,2010,May,"Skills, Exports, and the Wages of Seven Million Latin American Workers","['Daniel Lederman', 'Guido Porto', 'Irene Brambilla', 'Rafael Dix Carneiro']",w15996,['International Trade and Investment']
15983,15997,2010,May,"Financial Development and City Growth: Evidence from Northeastern American Cities, 1790-1870","['David Cuberes', 'Howard Bodenhorn']",w15997,['Development of the American Economy']
15984,15998,2010,May,The Effect of Housing on Portfolio Choice,"['Adam Szeidl', 'Raj Chetty']",w15998,"['Economics of Aging', 'Asset Pricing', 'Economic Fluctuations and Growth', 'Public Economics']"
15985,15999,2010,May,Credit Default Swaps and the Empty Creditor Problem,"['Martin Oehmke', 'Patrick Bolton']",w15999,['Corporate Finance']
15986,16000,2010,May,A Sexually Unbalanced Model of Current Account Imbalances,"['Qingyuan Du', 'Shang-Jin Wei']",w16000,['International Finance and Macroeconomics']
15987,16001,2010,May,Deals versus Rules: Policy Implementation Uncertainty and Why Firms Hate It,"['Gita Khun-Jush', 'Lant Pritchett', 'Mary Hallward-Driemeier']",w16001,['Labor Studies']
15988,16002,2010,May,"As Science Evolves, How Can Science Policy?",['Benjamin F Jones'],w16002,"['Economics of Education', 'Economic Fluctuations and Growth', 'Productivity, Innovation, and Entrepreneurship']"
15989,16003,2010,May,Econometric Methods for Research in Education,"['Costas Meghir', 'Steven G Rivkin']",w16003,"['Children', 'Economics of Education', 'Labor Studies']"
15990,16004,2010,May,Under Pressure? The Effect of Peers on Outcomes of Young Adults,"['Kjell G Salvanes', 'Paul J Devereaux', 'Sandra E Black']",w16004,"['Children', 'Economics of Education', 'Labor Studies']"
15991,16005,2010,May,The Risk Content of Exports: A Portfolio View of International Trade,"['Andrei A Levchenko', 'Julian di Giovanni']",w16005,"['International Finance and Macroeconomics', 'International Trade and Investment']"
15992,16006,2010,May,The Collapse of International Trade During the 2008-2009 Crisis: In Search of the Smoking Gun,"['Andrei A Levchenko', 'Linda L Tesar', 'Logan T Lewis']",w16006,"['International Finance and Macroeconomics', 'International Trade and Investment']"
15993,16007,2010,May,Diagnosing Consumer Confusion and Sub-Optimal Shopping Effort: Theory and Mortgage-Market Evidence,"['Robert E Hall', 'Susan E Woodward']",w16007,"['Economic Fluctuations and Growth', 'Industrial Organization']"
15994,16008,2010,May,Build America Bonds,"['Andrew Ang', 'Vineer Bhansali', 'Yuhang Xing']",w16008,"['Asset Pricing', 'Public Economics']"
15995,16009,2010,May,"Taxing Guns vs. Taxing Crime: An Application of the ""Market for Offenses Model""","['Isaac Ehrlich', 'Tetsuya Saito']",w16009,"['Health Economics', 'Law and Economics', 'Public Economics']"
15996,16010,2010,May,"GDP, Technical Change, and the Measurement of Net Income: the Weitzman Model Revisited","['Charles R Hulten', 'Paul Schreyer']",w16010,"['Productivity, Innovation, and Entrepreneurship']"
15997,16011,2010,May,"Medicare Part D and its Effect on the Use of Prescription Drugs, Use of Other Health Care Services and Health of the Elderly","['Nasreen Khan', 'Robert Kaestner']",w16011,"['Health Care', 'Health Economics', 'Public Economics']"
15998,16012,2010,May,The Impact of Health Care Reform On Hospital and Preventive Care: Evidence from Massachusetts,"['Amanda E Kowalski', 'Jonathan T Kolstad']",w16012,"['Economics of Aging', 'Health Care']"
15999,16013,2010,May,The Effect of Education on Adult Health and Mortality: Evidence from Britain,"['Damon Clark', 'Heather Royer']",w16013,"['Economics of Education', 'Health Economics', 'Labor Studies']"
16000,16014,2010,May,Characterizing Markets for Biopharmaceutical Innovations: Do Biologics Differ from Small Molecules?,"['Ernst R Berndt', 'Mark R Trusheim', 'Murray L Aitken']",w16014,"['Health Care', 'Productivity, Innovation, and Entrepreneurship']"
16001,16015,2010,May,Measure for Measure: The relationship between measures of instructional practice in middle school English Language Arts and teachers' value-added scores,"['Donald Boyd', 'Hamilton Lankford', 'James Wyckoff', 'Julia Cohen', 'Karen Hammerness', 'Pamela Grossman', 'Susanna Loeb']",w16015,['Economics of Education']
16002,16016,2010,May,Program Evaluation and Research Designs,"['David S Lee', 'John E DiNardo']",w16016,"['Labor Studies', 'Public Economics']"
16003,16017,2010,May,Recruiting Effective Math Teachers: How Do Math Immersion Teachers Compare?: Evidence from New York City,"['Donald Boyd', 'Hamilton Lankford', 'James Wyckoff', 'Karen Hammerness', 'Matthew Ronfeldt', 'Pamela Grossman', 'Susanna Loeb']",w16017,['Economics of Education']
16004,16018,2010,May,Building Social Capital Through MicroFinance,"['Benjamin Feigenberg', 'Erica M Field', 'Rohini Pande']",w16018,"['Labor Studies', 'Political Economy']"
16005,16019,2010,May,Human Resource Management and Productivity,"['John van Reenen', 'Nicholas Bloom']",w16019,"['Industrial Organization', 'Labor Studies', 'Productivity, Innovation, and Entrepreneurship']"
16006,16020,2010,May,"Financial Innovation, the Discovery of Risk, and the U.S. Credit Crisis","['Emine Boz', 'Enrique G Mendoza']",w16020,['International Finance and Macroeconomics']
16007,16021,2010,May,Economic Opportunities and Gender Differences in Human Capital: Experimental Evidence for India,['Robert T Jensen'],w16021,['Economics of Aging']
16008,16022,2010,May,Rationalizing Trading Frequency and Returns,"['Russell W Cooper', 'Yosef Bonaparte']",w16022,['Economic Fluctuations and Growth']
16009,16023,2010,May,The Cost of Debt,"['Jie Yang', 'John R Graham', 'Jules H van Binsbergen']",w16023,['Corporate Finance']
16010,16024,2010,May,Understanding Creativity,['David W Galenson'],w16024,['Economics of Aging']
16011,16025,2010,May,How Much is Social Capital Worth?,"['Christopher P Barrington-Leigh', 'John F Helliwell']",w16025,"['Public Economics', 'Political Economy']"
16012,16026,2010,May,Genetic Interactions with Prenatal Social Environment: Effects on Academic and Behavioral Outcomes,"['Dalton Conley', 'Emily Rauscher']",w16026,"['Children', 'Economics of Education', 'Health Economics']"
16013,16027,2010,May,"Global shocks, economic growth and financial crises: 120 years of New Zealand experience","['David Hargreaves', 'Michael D Bordo', 'Mizuho Kida']",w16027,['Monetary Economics']
16014,16028,2010,May,Matching with Couples: Stability and Incentives in Large Markets,"['Alvin E Roth', 'Fuhito Kojima', 'Parag A Pathak']",w16028,['Labor Studies']
16015,16029,2010,May,"All Banks Great, Small, and Global: Loan pricing and foreign competition","['Beatriz de Blas', 'Katheryn Niles Russ']",w16029,['International Trade and Investment']
16016,16030,2010,May,Where Are The Health Care Entrepreneurs? The Failure of Organizational Innovation in Health Care,['David M Cutler'],w16030,"['Health Care', 'Health Economics', 'Industrial Organization', 'Productivity, Innovation, and Entrepreneurship']"
16017,16031,2010,May,Self-Fulfilling Credit Market Freezes,"['Itay Goldstein', 'Lucian Arye Bebchuk']",w16031,"['Corporate Finance', 'Economic Fluctuations and Growth', 'Law and Economics', 'Monetary Economics']"
16018,16032,2010,May,The Impact of Competition on Management Quality: Evidence from Public Hospitals,"['Carol Propper', 'John van Reenen', 'Nicholas Bloom', 'Stephan Seiler']",w16032,"['Economics of Education', 'Economic Fluctuations and Growth', 'Health Economics', 'Industrial Organization', 'Labor Studies', 'Public Economics', 'Productivity, Innovation, and Entrepreneurship']"
16019,16033,2010,May,Evidence on the Determinants of the Choice between Wage Posting and Wage Bargaining,"['Alan B Krueger', 'Robert E Hall']",w16033,['Economic Fluctuations and Growth']
16020,16034,2010,May,Does Trade Cause Capital to Flow? Evidence from Historical Rainfalls,"['Alex Nikolsko-Rzhevskyy', 'Sebnem Kalemli-Ozcan']",w16034,"['Development of the American Economy', 'International Finance and Macroeconomics', 'International Trade and Investment']"
16021,16035,2010,May,Rare Disasters and Risk Sharing with Heterogeneous Beliefs,"['Hui Chen', 'Ngoc-Khanh Tran', 'Scott Joslin']",w16035,['Asset Pricing']
16022,16036,2010,May,How Can Behavioral Economics Inform Non-Market Valuation? An Example from the Preference Reversal Literature,"['John A List', 'Jonathan E Alevy', 'Wiktor Adamowicz']",w16036,['Public Economics']
16023,16037,2010,May,"Measuring the Economic Effect of Global Warming on Viticulture Using Auction, Retail, and Wholesale Prices","['Karl Storchmann', 'Orley C Ashenfelter']",w16037,"['Environment and Energy Economics', 'Industrial Organization', 'Children']"
16024,16038,2010,May,Investment under Uncertainty: Testing the Options Model with Professional Traders,"['John A List', 'Michael S Haigh']",w16038,['Industrial Organization']
16025,16039,2010,May,An Empirical Model for Strategic Network Formation,"['Guido W Imbens', 'James H Fowler', 'Karthik Kalyanaraman', 'Nicholas A Christakis']",w16039,"['Labor Studies', 'Technical Working Papers']"
16026,16040,2010,May,"Coordination, Switching Costs and the Division of Labor in General Medicine: An Economic Explanation for the Emergence of Hospitalists in the United States","['David O Meltzer', 'Jeanette W Chung']",w16040,['Health Care']
16027,16041,2010,May,CEO Overconfidence and Innovation,"['Alberto Galasso', 'Timothy S Simcoe']",w16041,"['Productivity, Innovation, and Entrepreneurship']"
16028,16042,2010,May,Chasing Noise,"['Andrei Shleifer', 'Brock Mendel']",w16042,"['Asset Pricing', 'Corporate Finance']"
16029,16043,2010,June,"Growth Accounting with Misallocation: Or, Doing Less with More in Singapore","['Brent Neiman', 'John G Fernald']",w16043,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Productivity, Innovation, and Entrepreneurship']"
16030,16044,2010,June,Does Foreign Exchange Reserve Decumulation Lead to Currency Appreciation?,"['Kathryn M E Dominguez', 'Pavel Vacek', 'Rasmus Fatum']",w16044,['International Finance and Macroeconomics']
16031,16045,2010,June,Decomposition Methods in Economics,"['Nicole M Fortin', 'Sergio Firpo', 'Thomas Lemieux']",w16045,['Labor Studies']
16032,16046,2010,June,"Exports, Borders, Distance, and Plant Size","['John J Stevens', 'Thomas J Holmes']",w16046,"['International Trade and Investment', 'Productivity, Innovation, and Entrepreneurship']"
16033,16047,2010,June,Are Leading Indicators of Financial Crises Useful for Assessing Country Vulnerability? Evidence from the 2008-09 Global Crisis,"['George Saravelos', 'Jeffrey A Frankel']",w16047,['International Finance and Macroeconomics']
16034,16048,2010,June,"Great Expectations: Law, Employment Contracts, and Labor Market Performance",['W Bentley MacLeod'],w16048,"['Law and Economics', 'Labor Studies']"
16035,16049,2010,June,Contracts between Legal Persons,"['Lewis A Kornhauser', 'W Bentley MacLeod']",w16049,['Law and Economics']
16036,16050,2010,June,Ambiguity and Climate Policy,"['Antony Millner', 'Geoffrey Heal', 'Simon Dietz']",w16050,"['Environment and Energy Economics', 'Public Economics']"
16037,16051,2010,June,Are Increasing 5-Year Survival Rates Evidence of Success Against Cancer? A reexamination using data from the U.S. and Australia,['Frank R Lichtenberg'],w16051,"['Economics of Aging', 'Economic Fluctuations and Growth', 'Health Care', 'Health Economics', 'Productivity, Innovation, and Entrepreneurship']"
16038,16052,2010,June,External Capital Structures and Oil Price Volatility,"['Alessandro Rebucci', 'Francis E Warnock', 'John D Burger', 'Veronica Cacdac Warnock']",w16052,['International Finance and Macroeconomics']
16039,16053,2010,June,Distributional Implications of Alternative U.S. Greenhouse Gas Control Measures,"['Gilbert E Metcalf', 'John M Reilly', 'Sebastian Rausch', 'Sergey Paltsev']",w16053,['Environment and Energy Economics']
16040,16054,2010,June,The Optimal Rate of Inflation,"['Martin Uribe', 'Stephanie Schmitt-Grohe']",w16054,"['Economic Fluctuations and Growth', 'Monetary Economics']"
16041,16055,2010,June,Unpacking Neighborhood Influences on Education Outcomes: Setting the Stage for Future Research,"['Christopher Winship', 'David J Harding', 'Jeffrey R Kling', 'Lisa A Gennetian', 'Lisa Sanbonmatsu']",w16055,"['Children', 'Economics of Education', 'Labor Studies']"
16042,16056,2010,June,Competitive Effects of Means-Tested School Vouchers,"['Cassandra M D Hart', 'David N Figlio']",w16056,"['Children', 'Economics of Education']"
16043,16057,2010,June,Segregation and Tiebout Sorting: Investigating the Link between Investments in Public Goods and Neighborhood Tipping,"['H Spencer Banzhaf', 'Randall P Walsh']",w16057,['Environment and Energy Economics']
16044,16058,2010,June,Aggregate Idiosyncratic Volatility,"['Geert Bekaert', 'Robert J Hodrick', 'Xiaoyan Zhang']",w16058,"['Asset Pricing', 'International Finance and Macroeconomics']"
16045,16059,2010,June,The Great Trade Collapse of 2008-09: An Inventory Adjustment?,"['George A Alessandria', 'Joseph P Kaboski', 'Virgiliu Midrigan']",w16059,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'International Trade and Investment']"
16046,16060,2010,June,The Collateral Channel: How Real Estate Shocks Affect Corporate Investment,"['David A Sraer', 'David Thesmar', 'Thomas Chaney']",w16060,['Corporate Finance']
16047,16061,2010,June,Indian Equity Markets: Measures of Fundamental Value,['Rajnish Mehra'],w16061,['Asset Pricing']
16048,16062,2010,June,Field Experiments in Labor Economics,"['Imran Rasul', 'John A List']",w16062,"['Economics of Education', 'Labor Studies']"
16049,16063,2010,June,Risk Aversion and Wealth: Evidence from Person-to-Person Lending Portfolios,"['Daniel Paravisini', 'Enrichetta Ravina', 'Veronica Rappoport']",w16063,"['Asset Pricing', 'Corporate Finance', 'Monetary Economics']"
16050,16064,2010,June,The GED,"['James J Heckman', 'John Eric Humphries', 'Nicholas S Mader']",w16064,"['Children', 'Economics of Education', 'Labor Studies', 'Public Economics']"
16051,16065,2010,June,In Search of Real Rigidities,"['Gita Gopinath', 'Oleg Itskhoki']",w16065,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics', 'Monetary Economics']"
16052,16066,2010,June,"Recessions, Reeling Markets, and Retiree Well-Being","['Courtney C Coile', 'Phillip B Levine']",w16066,"['Economics of Aging', 'Labor Studies', 'Public Economics', 'Corporate Finance']"
16053,16067,2010,June,"Oil, Automobiles, and the U.S. Economy: How Much have Things Really Changed?","['Daniel J Vine', 'Valerie A Ramey']",w16067,"['Economic Fluctuations and Growth', 'Monetary Economics']"
16054,16068,2010,June,"Neglected Risks, Financial Innovation, and Financial Fragility","['Andrei Shleifer', 'Nicola Gennaioli', 'Robert W Vishny']",w16068,"['Asset Pricing', 'Corporate Finance']"
16055,16069,2010,June,Evaluating the Effects of Large Scale Health Interventions in Developing Countries: The Zambian Malaria Initiative,"['David N Weil', 'Gunther Fink', 'Nava Ashraf']",w16069,['Health Economics']
16056,16070,2010,June,School accountability and teacher mobility,"['David N Figlio', 'Ling Feng', 'Tim Sass']",w16070,"['Children', 'Economics of Education']"
16057,16071,2010,June,Business Cycles With A Common Trend in Neutral and Investment-Specific Productivity,"['Martin Uribe', 'Stephanie Schmitt-Grohe']",w16071,['Economic Fluctuations and Growth']
16058,16072,2010,June,Effects of Welfare Reform on Illicit Drug Use of Adult Women,"['Dhaval M Dave', 'Dhiman Das', 'Hope Corman', 'Nancy E Reichman']",w16072,['Health Economics']
16059,16073,2010,June,"Composition of Wealth, Conditioning Information, and the Cross-Section of Stock Returns",['Nikolai Roussanov'],w16073,['Asset Pricing']
16060,16074,2010,June,DSGE Models for Monetary Policy Analysis,"['Karl Walentin', 'Lawrence J Christiano', 'Mathias Trabandt']",w16074,['Economic Fluctuations and Growth']
16061,16075,2010,June,Measuring Business Cycles by Saving for a Rainy Day,"['Mario J Crucini', 'Mototsugu Shintani']",w16075,"['Economic Fluctuations and Growth', 'International Finance and Macroeconomics']"
16062,16076,2010,June,Income and the Utilization of Long-Term Care Services: Evidence from the Social Security Benefit Notch,"['David C Grabowski', 'Ezra Golberstein', 'Gopi Shah Goda']",w16076,"['Economics of Aging', 'Health Care', 'Health Economics', 'Public Economics']"
16063,16077,2010,June,The Effect of Hospital Nurse Staffing on Patient Health Outcomes: Evidence from California's Minimum Staffing Regulation,"['Andrew Cook', 'Lowell J Taylor', 'Martin S Gaynor', 'Melvin Stephens, Jr']",w16077,"['Health Care', 'Labor Studies']"
16064,16078,2010,June,Scaling the Digital Divide: Home Computer Technology and Student Achievement,"['Helen F Ladd', 'Jacob L Vigdor']",w16078,"['Children', 'Economics of Education']"
16065,16079,2010,June,Do Global Banks Spread Global Imbalances? The Case of Asset-Backed Commercial Paper During the Financial Crisis of 2007-09,"['Philipp Schnabl', 'Viral V Acharya']",w16079,"['Corporate Finance', 'International Finance and Macroeconomics']"
